0;#;FORM;LEMMA;GRAM;FEAT;COMMENT;CHECKED;CONTEXT;RIGHT1;RIGHT2;RIGHT3;RIGHT4;RIGHT5;RIGHT6;POS;AUTO_LEMMA;AUTO_GRAM;AUTO_FEAT;RIGHT_Lemma
41115;;.;.;PUNCT;_;;;;;;;;;;;.;PUNCT;_;
41116;;;;;_;;;;;;;;;;;;;;
41117;https://www.youtube.com/watch?v=pZ7Gl1mpqKI&feature=youtu.be&t=19m30s;;;;_;;;;;;;;;;;;;;
41118;;;;;_;;;;;;;;;;;;;;
41119;</speech>;;;;_;;;;;;;;;;;;;;
41120;;;;;_;;;;;;;;;;;;;;
41121;"<speech role=""Валера"" gender=""муж"" profession=""фотограф"" age=""28"" birthyear=""1989"" birthplace=""Владимир"" region=""Владимирская область"" education=""высшее"">";;;;_;;;;;;;;;;;;;;
41122;;Ну;ну;PART;_;;;   Ну ,  мутант .;у;Н;;;;;;ну;PART;_;у
41123;;, ;, ;PUNCT;_;;;;;;;;;;;, ;PUNCT;_;
41124;;мутант;мутант;S;m,anim=nom,sg;;; Ну ,  мутант .  ;т;н;а;т;у;м;;мутант;S;_;т
41125;;.;.;PUNCT;_;;;;;;;;;;;.;PUNCT;_;
41126;;;;;_;;;;;;;;;;;;;;
41127;</speech>;;;;_;;;;;;;;;;;;;;
41128;;;;;_;;;;;;;;;;;;;;
41129;"<speech role=""Наташа"" gender=""жен"" profession=""парикмахер"" age=""28"" birthyear=""1989"" birthplace=""Владимир"" region=""Владимирская область"" education=""среднее"">";;;;_;;;;;;;;;;;;;;
41130;;Ай;ай;INTJ;_;;;   Ай ,  Ники , ;й;А;;;;;;ай;INTJ;_;й
41131;;, ;, ;PUNCT;_;;;;;;;;;;;, ;PUNCT;_;
41132;;Ники;ника;S;persn,f,anim=nom,sg;;; Ай ,  Ники ,   что;и;к;и;Н;;;;ники;S;_;а
41133;;, ;, ;PUNCT;_;;;;;;;;;;;, ;PUNCT;_;
41134;"<distinct form=""чё""></distinct>";;;;_;;;;;;;;;;;;;;
41135;;что;что;SPRO;sg,n,inan=nom;;;Ники ,   что такое ?  ;о;т;ч;;;;;что;SPRO;_;о
41136;;такое;такой;APRO;nom,sg,n;;;,   что такое ?   ;е;о;к;а;т;;;такой;APRO;_;й
41137;;? ;? ;PUNCT;_;;;;;;;;;;;? ;PUNCT;_;
41138;;;;;;;;;;;;;;;;;;;
41139;# sent_id = 102;;;;_;;;;;;;;;;;;;;
41140;;Ну;ну;PART;_;;;?    Ну полежи ты , ;у;Н;;;;;;ну;PART;_;у
41141;;полежи;полежать;V;pf,intr=sg,imper,2p;;;  Ну полежи ты ,  если;и;ж;е;л;о;п;;полежать;V;_;ь
41142;;ты;ты;SPRO;sg,2p=nom;;; Ну полежи ты ,  если б;ы;т;;;;;;ты;SPRO;_;ы
41143;;, ;, ;PUNCT;_;;;;;;;;;;;, ;PUNCT;_;
41144;;если;если;CONJ;_;;;полежи ты ,  если б ты мне;и;л;с;е;;;;если;CONJ;_;и
41145;;б;б;PART;_;;;ты ,  если б ты мне взаимностью;б;;;;;;;б;PART;_;б
41146;;ты;ты;SPRO;sg,2p=nom;;;,  если б ты мне взаимностью отвечала;ы;т;;;;;;ты;SPRO;_;ы
41147;;мне;я;SPRO;sg,1p=dat;;;если б ты мне взаимностью отвечала . ;е;н;м;;;;;я;SPRO;_;я
41148;;взаимностью;взаимность;S;f,inan=ins,sg;;;б ты мне взаимностью отвечала .  ;ю;ь;т;с;о;н;;взаимность;S;_;ь
41149;;отвечала;отвечать;V;intr=praet,sg,indic,f,ipf;;;ты мне взаимностью отвечала .   ;а;л;а;ч;е;в;;отвечать;V;_;ь
41150;;. ;. ;PUNCT;_;;;;;;;;;;;. ;PUNCT;_;
41151;;;;;;;;;;;;;;;;;;;
41152;# sent_id = 103;;;;_;;;;;;;;;;;;;;
41153;;Какая;какой;APRO;nom,sg,f;;;.    Какая жизнь настала бы;я;а;к;а;К;;;какой;APRO;_;й
41154;;жизнь;жизнь;S;f,inan=nom,sg;;;  Какая жизнь настала бы тогда;ь;н;з;и;ж;;;жизнь;S;_;ь
41155;;настала;настать;V;intr=praet,sg,indic,f,pf;;; Какая жизнь настала бы тогда . ;а;л;а;т;с;а;;настать;V;_;ь
41156;;бы;бы;PART;_;;;Какая жизнь настала бы тогда .  ;ы;б;;;;;;бы;PART;_;ы
41157;;тогда;тогда;ADVPRO;_;;;жизнь настала бы тогда .   ;а;д;г;о;т;;;тогда;ADVPRO;_;а
41158;;. ;. ;PUNCT;_;;;;;;;;;;;. ;PUNCT;_;
41159;;;;;;;;;;;;;;;;;;;
41160;# sent_id = 104;;;;_;;;;;;;;;;;;;;
41161;;Ой;ой;INTJ;_;;;.    Ой ...   ;й;О;;;;;;ой;INTJ;_;й
41162;;... ;... ;PUNCT;_;;;;;;;;;;;... ;PUNCT;_;
41163;;;;;;;;;;;;;;;;;;;
41164;# sent_id = 105;;;;_;;;;;;;;;;;;;;
41165;;Я;я;SPRO;sg,1p=nom;;;...    Я боюсь обнять так;Я;;;;;;;я;SPRO;_;я
41166;;боюсь;бояться;V;ipf,intr=praes,sg,indic,1p;;;  Я боюсь обнять так сильно;ь;с;ю;о;б;;;бояться;V;_;я
41167;;обнять;обнять;V;tran=inf,pf;;; Я боюсь обнять так сильно , ;ь;т;я;н;б;о;;обнять;V;_;ь
41168;;так;так;ADVPRO;_;;;Я боюсь обнять так сильно ,  что;к;а;т;;;;;так;ADVPRO;_;к
41169;;сильно;сильно;ADV;_;;;боюсь обнять так сильно ,  что я;о;н;ь;л;и;с;;сильно;ADV;_;о
41170;;, ;, ;PUNCT;_;;;;;;;;;;;, ;PUNCT;_;
41171;;что;что;CONJ;_;;;так сильно ,  что я тебя убью;о;т;ч;;;;;что;CONJ;_;о
41172;;я;я;SPRO;sg,1p=nom;;;сильно ,  что я тебя убью случайно;я;;;;;;;я;SPRO;_;я
41173;;тебя;ты;SPRO;sg,2p=gen;;;,  что я тебя убью случайно .;я;б;е;т;;;;ты;SPRO;_;ы
41174;;убью;убить;V;tran=fut,sg,indic,1p,pf;;;что я тебя убью случайно . ;ю;ь;б;у;;;;убить;V;_;ь
41175;;случайно;случайно;PRAEDIC;_;;;я тебя убью случайно .  ;о;н;й;а;ч;у;;случайно;PRAEDIC;_;о
41176;;.;.;PUNCT;_;;;;;;;;;;;.;PUNCT;_;
41177;;;;;_;;;;;;;;;;;;;;
41178;</speech>;;;;_;;;;;;;;;;;;;;
41179;;;;;_;;;;;;;;;;;;;;
41180;"<speech role=""Валера"" gender=""муж"" profession=""фотограф"" age=""28"" birthyear=""1989"" birthplace=""Владимир"" region=""Владимирская область"" education=""высшее"">";;;;_;;;;;;;;;;;;;;
41181;;Не;не;PART;_;;;   Не лезет из нее;е;Н;;;;;;не;PART;_;е
41182;;лезет;лезть;V;ipf,intr=praes,sg,indic,3p;;;  Не лезет из нее , ;т;е;з;е;л;;;лезть;V;_;ь
41183;;из;из;PR;_;;; Не лезет из нее ,  она;з;и;;;;;;из;PR;_;з
41184;;нее;она;SPRO;sg,3p,f=gen;;;Не лезет из нее ,  она чего;е;е;н;;;;;она;SPRO;_;а
41185;;, ;, ;PUNCT;_;;;;;;;;;;;, ;PUNCT;_;
41186;;она;она;SPRO;sg,3p,f=nom;;;из нее ,  она чего ... ;а;н;о;;;;;она;SPRO;_;а
41187;;чего;что;SPRO;sg,n,inan=gen;;;нее ,  она чего ...  ;о;г;е;ч;;;;что;SPRO;_;о
41188;;...;...;PUNCT;_;;;;;;;;;;;...;PUNCT;_;
41189;;;;;_;;;;;;;;;;;;;;
41190;https://www.youtube.com/watch?v=pZ7Gl1mpqKI&feature=youtu.be&t=19m45s;;;;_;;;;;;;;;;;;;;
41191;;;;;_;;;;;;;;;;;;;;
41192;</speech>;;;;_;;;;;;;;;;;;;;
41193;;;;;_;;;;;;;;;;;;;;
41194;"<speech role=""Наташа"" gender=""жен"" profession=""парикмахер"" age=""28"" birthyear=""1989"" birthplace=""Владимир"" region=""Владимирская область"" education=""среднее"">";;;;_;;;;;;;;;;;;;;
41195;;И;и;CONJ;_;;;   И тогда на меня;И;;;;;;;и;CONJ;_;и
41196;;тогда;тогда;ADVPRO;_;;;  И тогда на меня ;а;д;г;о;т;;;тогда;ADVPRO;_;а
41197;;на;на;PR;_;;; И тогда на меня  ... ;а;н;;;;;;на;PR;_;а
41198;;меня;я;SPRO;sg,1p=gen;;;И тогда на меня  ...  петицию;я;н;е;м;;;;я;SPRO;_;я
41199;"<distinct form=""пе""></distinct>";;;;_;;;;;;;;;;;;;;
41200;;петицию;петиция;S;f,inan=acc,sg;;;меня  ...  петицию печ ..  пи;ю;и;ц;и;т;е;;петиция;S;_;я
41201;;... ;... ;PUNCT;_;;;;;;;;;;;... ;PUNCT;_;
41202;;петицию;петиция;S;f,inan=acc,sg;;;меня  ...  петицию печ ..  пи;ю;и;ц;и;т;е;;петиция;S;_;я
41203;"<distinct form=""печ""></distinct>";;;;_;;;;;;;;;;;;;;
41204;;печатать;печатать;V;ipf,tran=inf;;; ...  петицию печ ..  пи .. ;ч;е;п;;;;;печ;S;_;ь
41205;;.. ;.. ;PUNCT;_;;;;;;;;;;;.. ;PUNCT;_;
41206;"<distinct form=""пи""></distinct>";;;;_;;;;;;;;;;;;;;
41207;;писать;писать;V;ipf,tran=inf;;;петицию печ ..  пи ..  писать начнут;и;п;;;;;;пи;S;_;ь
41208;;.. ;.. ;PUNCT;_;;;;;;;;;;;.. ;PUNCT;_;
41209;;писать;писать;V;ipf,tran=inf;;;..  пи ..  писать начнут ,  да;ь;т;а;с;и;п;;писать;V;_;ь
41210;;начнут;начать;V;tran=fut,pl,indic,3p,pf;;;пи ..  писать начнут ,  да ? ;т;у;н;ч;а;н;;начать;V;_;ь
41211;;, ;, ;PUNCT;_;;;;;;;;;;;, ;PUNCT;_;
41212;;да;да;PART;_;;;писать начнут ,  да ?   ;а;д;;;;;;да;PART;_;а
41213;;? ;? ;PUNCT;_;;;;;;;;;;;? ;PUNCT;_;
41214;;;;;;;;;;;;;;;;;;;
41215;# sent_id = 106;;;;_;;;;;;;;;;;;;;
41216;;Там;там;ADVPRO;_;;;?    Там  будет , ;м;а;Т;;;;;там;ADVPRO;_;м
41217;"<distinct form=""буит""></distinct>";;;;_;;;;;;;;;;;;;;
41218;;будет;быть;V;intr=pf,fut,sg,indic,3p;;; Там  будет ,  убила кошку;т;е;д;у;б;;;быть;V;_;ь
41219;;, ;, ;PUNCT;_;;;;;;;;;;;, ;PUNCT;_;
41220;;убила;убить;V;tran=praet,sg,indic,f,pf;;; будет ,  убила кошку  .. ;а;л;и;б;у;;;убить;V;_;ь
41221;;кошку;кошка;S;f,anim=acc,sg;;;будет ,  убила кошку  ..  кошку;у;к;ш;о;к;;;кошка;S;_;а
41222;; ..; ..;PUNCT;_;;;;;;;;;;; ..;PUNCT;_;
41223;"<distinct form=""кош-ку""></distinct>";;;;_;;;;;;;;;;;;;;
41224;;кошку;кошка;S;f,anim=acc,sg;;;кошку  ..  кошку от любви . ;у;к;ш;о;к;;;кошка;S;_;а
41225;;от;от;PR;_;;; ..  кошку от любви .  ;т;о;;;;;;от;PR;_;т
41226;;любви;любовь;S;f,inan=gen,sg;;; кошку от любви .   ;и;в;б;ю;л;;;любовь;S;_;ь
41227;;. ;. ;PUNCT;_;;;;;;;;;;;. ;PUNCT;_;
41228;;;;;;;;;;;;;;;;;;;
41229;# sent_id = 107;;;;_;;;;;;;;;;;;;;
41230;;Убивают;убивать;V;tran=praes,pl,indic,3p,ipf;;;.    Убивают ти ...  типа;т;ю;а;в;и;б;;убивать;V;_;ь
41231;"<distinct form=""ти""></distinct>";;;;_;;;;;;;;;;;;;;
41232;;типа;типа;PART;_;;;  Убивают ти ...  типа специально;и;т;;;;;;ти;S;_;а
41233;;... ;... ;PUNCT;_;;;;;;;;;;;... ;PUNCT;_;
41234;;типа;типа;PART;_;;;Убивают ти ...  типа специально их мучают;а;п;и;т;;;;тип;S;_;а
41235;;специально;специально;ADV;_;;;ти ...  типа специально их мучают , ;о;н;ь;л;а;и;;специально;ADV;_;о
41236;;их;они;SPRO;pl=gen;;;...  типа специально их мучают ,  а;х;и;;;;;;они;SPRO;_;и
41237;;мучают;мучить;V;ipf=praes,pl,indic,3p,tran;;;типа специально их мучают ,  а я;т;ю;а;ч;у;м;;мучить;V;_;ь
41238;;, ;, ;PUNCT;_;;;;;;;;;;;, ;PUNCT;_;
41239;;а;а;CONJ;_;;;их мучают ,  а я случайно убью;а;;;;;;;а;CONJ;_;а
41240;;я;я;SPRO;sg,1p=nom;;;мучают ,  а я случайно убью из-за;я;;;;;;;я;SPRO;_;я
41241;;случайно;случайно;PRAEDIC;_;;;,  а я случайно убью из-за того;о;н;й;а;ч;у;;случайно;PRAEDIC;_;о
41242;;убью;убить;V;tran=fut,sg,indic,1p,pf;;;а я случайно убью из-за того , ;ю;ь;б;у;;;;убить;V;_;ь
41243;;из-за;из-за;PR;_;;;я случайно убью из-за того ,  что;а;з;-;з;и;;;из-за;PR;_;а
41244;;того;то;SPRO;sg,n,inan=gen;;;случайно убью из-за того ,  что хочу;о;г;о;т;;;;то;SPRO;_;о
41245;;, ;, ;PUNCT;_;;;;;;;;;;;, ;PUNCT;_;
41246;;что;что;CONJ;_;;;из-за того ,  что хочу ее замацать;о;т;ч;;;;;что;SPRO;_;о
41247;;хочу;хотеть;V;ipf,tran=praes,sg,indic,1p;;;того ,  что хочу ее замацать посильнее;у;ч;о;х;;;;хотеть;V;_;ь
41248;;ее;она;SPRO;sg,3p,f=acc;;;,  что хочу ее замацать посильнее . ;е;е;;;;;;она;SPRO;_;а
41249;;замацать;замацать;V;ipf,tran=inf;;;что хочу ее замацать посильнее .  ;ь;т;а;ц;а;м;;замацать;V;_;ь
41250;;посильнее;посильный;A;comp2;;;хочу ее замацать посильнее .   ;е;е;н;ь;л;и;;посильный;A;_;й
41251;;. ;. ;PUNCT;_;;;;;;;;;;;. ;PUNCT;_;
41252;;;;;;;;;;;;;;;;;;;
41253;# sent_id = 108;;;;_;;;;;;;;;;;;;;
41254;;И;и;CONJ;_;;;.    И из-за того , ;И;;;;;;;и;CONJ;_;и
41255;;из-за;из-за;PR;_;;;  И из-за того ,  что;а;з;-;з;и;;;из-за;PR;_;а
41256;;того;то;SPRO;sg,n,inan=gen;;; И из-за того ,  что ... ;о;г;о;т;;;;то;SPRO;_;о
41257;;, ;, ;PUNCT;_;;;;;;;;;;;, ;PUNCT;_;
41258;;что;что;CONJ;_;;;из-за того ,  что ...  я люблю;о;т;ч;;;;;что;CONJ;_;о
41259;;... ;... ;PUNCT;_;;;;;;;;;;;... ;PUNCT;_;
41260;;я;я;SPRO;sg,1p=nom;;;,  что ...  я люблю коша -;я;;;;;;;я;SPRO;_;я
41261;;люблю;любить;V;ipf,tran=praes,sg,indic,1p;;;что ...  я люблю коша - ;ю;л;б;ю;л;;;любить;V;_;ь
41262;"<distinct form=""коша-арочек""></distinct>";;;;;;;;;;;;;;;;;;
41263;;кошарочек;кошарочка;S;f,inan=gen,pl;;;коша -  кошарочек .   ;к;е;ч;о;р;а;;кошарочка;S;_;а
41264;;. ;1;PUNCT;_;;;;;;;;;;;1;PUNCT;_;
41265;;;;;;;;;;;;;;;;;;;
41266;# sent_id = 109;;;;_;;;;;;;;;;;;;;
41267;;Да;да;PART;_;;;.    Да ?  ;а;Д;;;;;;да;PART;_;а
41268;;?;?;PUNCT;_;;;;;;;;;;;?;PUNCT;_;
41269;;;;;_;;;;;;;;;;;;;;
41270;</speech>;;;;_;;;;;;;;;;;;;;
41271;;;;;_;;;;;;;;;;;;;;
41272;"<speech role=""Валера"" gender=""муж"" profession=""фотограф"" age=""28"" birthyear=""1989"" birthplace=""Владимир"" region=""Владимирская область"" education=""высшее"">";;;;_;;;;;;;;;;;;;;
41273;;Ты;ты;SPRO;sg,2p=nom;;;   Ты их любишь .;ы;Т;;;;;;ты;SPRO;_;ы
41274;;их;они;SPRO;pl=acc;;;  Ты их любишь . ;х;и;;;;;;они;SPRO;_;и
41275;;любишь;любить;V;ipf,tran=praes,sg,indic,2p;;; Ты их любишь .  ;ь;ш;и;б;ю;л;;любить;V;_;ь
41276;;.;.;PUNCT;_;;;;;;;;;;;.;PUNCT;_;
41277;;;;;_;;;;;;;;;;;;;;
41278;</speech>;;;;_;;;;;;;;;;;;;;
41279;;;;;_;;;;;;;;;;;;;;
41280;"<speech role=""Наташа"" gender=""жен"" profession=""парикмахер"" age=""28"" birthyear=""1989"" birthplace=""Владимир"" region=""Владимирская область"" education=""среднее"">";;;;_;;;;;;;;;;;;;;
41281;;И;и;CONJ;_;;;   И потом петиции все;И;;;;;;;и;CONJ;_;и
41282;;потом;потом;ADVPRO;_;;;  И потом петиции все подписывают;м;о;т;о;п;;;потом;ADVPRO;_;м
41283;;петиции;петиция;S;f,inan=acc,pl;;; И потом петиции все подписывают на;и;и;ц;и;т;е;;петиция;S;_;я
41284;;все;все;SPRO;nom,pl;;;И потом петиции все подписывают на меня;е;с;в;;;;;все;SPRO;_;е
41285;;подписывают;подписывать;V;tran=praes,pl,indic,3p,ipf;;;потом петиции все подписывают на меня и;т;ю;а;в;ы;с;;подписывать;V;_;ь
41286;;на;на;PR;_;;;петиции все подписывают на меня и смерти;а;н;;;;;;на;PR;_;а
41287;;меня;я;SPRO;sg,1p=acc;;;все подписывают на меня и смерти мне;я;н;е;м;;;;я;SPRO;_;я
41288;;и;и;CONJ;_;;;подписывают на меня и смерти мне желают;и;;;;;;;и;CONJ;_;и
41289;;смерти;смерть;S;f,inan=gen,sg;;;на меня и смерти мне желают . ;и;т;р;е;м;с;;смерть;S;_;ь
41290;;мне;я;SPRO;sg,1p=dat;;;меня и смерти мне желают .  ;е;н;м;;;;;я;SPRO;_;я
41291;;желают;желать;V;ipf,tran=praes,pl,indic,3p;;;и смерти мне желают .   ;т;ю;а;л;е;ж;;желать;V;_;ь
41292;;. ;. ;PUNCT;_;;;;;;;;;;;. ;PUNCT;_;
41293;;;;;;;;;;;;;;;;;;;
41294;# sent_id = 110;;;;_;;;;;;;;;;;;;;
41295;"<distinct form=""Шоб""></distinct>";;;;_;;;;;;;;;;;;;;
41296;;Чтоб;чтоб;PART;_;;;   Чтоб ты  -;б;о;т;Ч;;;;чтоб;PART;_;б
41297;;ты;ты;SPRO;sg,2p=nom;;;  Чтоб ты  - ;ы;т;;;;;;ты;SPRO;_;ы
41298;"<distinct form=""сдо-хла""></distinct>";;;;_;;;;;;;;;;;;;;
41299;;сдохла;сдохнуть;V;intr=praet,sg,indic,f,pf;;; -  сдохла .   ;а;л;х;о;д;с;;сдохнуть;V;_;ь
41300;;. ;. ;PUNCT;_;;;;;;;;;;;. ;PUNCT;_;
41301;;;;;;;;;;;;;;;;;;;
41302;# sent_id = 111;;;;_;;;;;;;;;;;;;;
41303;;От;от;PR;_;;;.    От любви задушила свою;т;О;;;;;;от;PR;_;т
41304;;любви;любовь;S;f,inan=gen,sg;;;  От любви задушила свою .. ;и;в;б;ю;л;;;любовь;S;_;ь
41305;;задушила;задушить;V;pf,tran=praet,sg,indic,f;;; От любви задушила свою ..  котика;а;л;и;ш;у;д;;задушить;V;_;ь
41306;;свою;свой;APRO;acc,sg,f;;;От любви задушила свою ..  котика своего;ю;о;в;с;;;;свой;APRO;_;й
41307;;.. ;.. ;PUNCT;_;;;;;;;;;;;.. ;PUNCT;_;
41308;;котика;котик;S;m=gen,sg,anim;;;задушила свою ..  котика своего ,  любимого;а;к;и;т;о;к;;котик;S;_;к
41309;;своего;свой;APRO;gen,sg,m;;;свою ..  котика своего ,  любимого . ;о;г;е;о;в;с;;свой;APRO;_;й
41310;;, ;, ;PUNCT;_;;;;;;;;;;;, ;PUNCT;_;
41311;;любимого;любимый;A;gen,sg,plen,m;;;котика своего ,  любимого .   ;о;г;о;м;и;б;;любимый;A;_;й
41312;;. ;. ;PUNCT;_;;;;;;;;;;;. ;PUNCT;_;
41313;;;;;_;;;;;;;;;;;;;;
41314;https://www.youtube.com/watch?v=pZ7Gl1mpqKI&feature=youtu.be&t=20m12s;;;;_;;;;;;;;;;;;;;
41315;;;;;_;;;;;;;;;;;;;;
41316;</speech>;;;;_;;;;;;;;;;;;;;
41317;;;;;_;;;;;;;;;;;;;;
41318;"<speech role=""Наташа"" gender=""жен"" profession=""парикмахер"" age=""28"" birthyear=""1989"" birthplace=""Владимир"" region=""Владимирская область"" education=""среднее"">";;;;_;;;;;;;;;;;;;;
41319;;Ну;ну;PART;_;;;   Ну Ники ,  ну;у;Н;;;;;;ну;PART;_;у
41320;;Ники;ника;S;persn,f,anim=nom,sg;;;  Ну Ники ,  ну .. ;и;к;и;Н;;;;ники;S;_;и
41321;;, ;, ;PUNCT;_;;;;;;;;;;;, ;PUNCT;_;
41322;;ну;ну;PART;_;;;Ну Ники ,  ну ..  ну чего;у;н;;;;;;ну;PART;_;у
41323;;.. ;.. ;PUNCT;_;;;;;;;;;;;.. ;PUNCT;_;
41324;;ну;ну;PART;_;;;,  ну ..  ну чего вот , ;у;н;;;;;;ну;PART;_;у
41325;;чего;чего;ADVPRO;sg,n,inan=gen;;;ну ..  ну чего вот ,  а;о;г;е;ч;;;;чего;ADVPRO;_;о
41326;;вот;вот;PART;_;;;..  ну чего вот ,  а ? ;т;о;в;;;;;вот;PART;_;т
41327;;, ;, ;PUNCT;_;;;;;;;;;;;, ;PUNCT;_;
41328;;а;а;CONJ;_;;;чего вот ,  а ?   ;а;;;;;;;а;CONJ;_;а
41329;;? ;? ;PUNCT;_;;;;;;;;;;;? ;PUNCT;_;
41330;;;;;;;;;;;;;;;;;;;
41331;# sent_id = 112;;;;_;;;;;;;;;;;;;;
41332;;Ты;ты;SPRO;sg,2p=nom;;;?    Ты целый день лежишь;ы;Т;;;;;;ты;SPRO;_;ы
41333;;целый;целый;A;acc,sg,plen,m,inan;;;  Ты целый день лежишь спишь;й;ы;л;е;ц;;;целый;A;_;й
41334;;день;день;S;m,inan=acc,sg;;; Ты целый день лежишь спишь в;ь;н;е;д;;;;день;S;_;ь
41335;;лежишь;лежать;V;ipf,intr=praes,sg,indic,2p;;;Ты целый день лежишь спишь в комнате;ь;ш;и;ж;е;л;;лежать;V;_;ь
41336;;спишь;спать;V;ipf,intr=praes,sg,indic,2p;;;целый день лежишь спишь в комнате . ;ь;ш;и;п;с;;;спать;V;_;ь
41337;;в;в;PR;_;;;день лежишь спишь в комнате .  ;в;;;;;;;в;PR;_;в
41338;;комнате;комната;S;f,inan=loc,sg;;;лежишь спишь в комнате .   ;е;т;а;н;м;о;;комната;S;_;а
41339;;. ;. ;PUNCT;_;;;;;;;;;;;. ;PUNCT;_;
41340;;;;;;;;;;;;;;;;;;;
41341;# sent_id = 113;;;;_;;;;;;;;;;;;;;
41342;;Можешь;мочь;V;ipf,intr=praes,sg,indic,2p;;;.    Можешь немножечко мне удружить;ь;ш;е;ж;о;М;;мочь;V;_;ь
41343;;немножечко;немножечко;ADV;_;;;  Можешь немножечко мне удружить , ;о;к;ч;е;ж;о;;немножечко;ADV;_;о
41344;;мне;я;SPRO;sg,1p=dat;;; Можешь немножечко мне удружить ,  посидеть;е;н;м;;;;;я;SPRO;_;я
41345;;удружить;удружить;V;inf,pf,tran;;;Можешь немножечко мне удружить ,  посидеть на;ь;т;и;ж;у;р;;удружить;V;_;ь
41346;;, ;, ;PUNCT;_;;;;;;;;;;;, ;PUNCT;_;
41347;;посидеть;посидеть;V;pf,intr=inf;;;мне удружить ,  посидеть на руках ?;ь;т;е;д;и;с;;посидеть;V;_;ь
41348;;на;на;PR;_;;;удружить ,  посидеть на руках ? ;а;н;;;;;;на;PR;_;а
41349;;руках;рука;S;f,inan=loc,pl;;;,  посидеть на руках ?  ;х;а;к;у;р;;;рука;S;_;а
41350;;?;?;PUNCT;_;;;;;;;;;;;?;PUNCT;_;
41351;;;;;_;;;;;;;;;;;;;;
41352;https://www.youtube.com/watch?v=pZ7Gl1mpqKI&feature=youtu.be&t=20m20s;;;;_;;;;;;;;;;;;;;
41353;;;;;_;;;;;;;;;;;;;;
41354;</speech>;;;;_;;;;;;;;;;;;;;
41355;;;;;_;;;;;;;;;;;;;;
41356;"<speech role=""Валера"" gender=""муж"" profession=""фотограф"" age=""28"" birthyear=""1989"" birthplace=""Владимир"" region=""Владимирская область"" education=""высшее"">";;;;_;;;;;;;;;;;;;;
41357;"<distinct form=""Смари""></distinct>";;;;_;;;;;;;;;;;;;;
41358;;Смотри;смотреть;V;ipf,tran=sg,imper,2p;;;   Смотри ,  рожа -;и;р;т;о;м;С;;смотреть;V;_;ь
41359;;, ;, ;PUNCT;_;;;;;;;;;;;, ;PUNCT;_;
41360;;рожа;рожа;S;f,inan=nom,sg;;; Смотри ,  рожа - то . ;а;ж;о;р;;;;рожа;S;_;а
41361;;-;-;PUNCT;_;;;;;;;;;;;-;PUNCT;_;
41362;;то;то;PART;_;;;,  рожа - то .   ;о;т;;;;;;то;PART;_;о
41363;;. ;. ;PUNCT;_;;;;;;;;;;;. ;PUNCT;_;
41364;;;;;_;;;;;;;;;;;;;;
41365;</speech>;;;;_;;;;;;;;;;;;;;
41366;;;;;_;;;;;;;;;;;;;;
41367;"<speech role=""Наташа"" gender=""жен"" profession=""парикмахер"" age=""28"" birthyear=""1989"" birthplace=""Владимир"" region=""Владимирская область"" education=""среднее"">";;;;_;;;;;;;;;;;;;;
41368;;Угу;угу;INTJ;_;;;   Угу ,  недовольная . ;у;г;У;;;;;угу;INTJ;_;у
41369;;, ;, ;PUNCT;_;;;;;;;;;;;, ;PUNCT;_;
41370;;недовольная;недовольный;A;nom,sg,plen,f;;; Угу ,  недовольная .   ;я;а;н;ь;л;о;;недовольный;A;_;й
41371;;. ;. ;PUNCT;_;;;;;;;;;;;. ;PUNCT;_;
41372;;;;;;;;;;;;;;;;;;;
41373;# sent_id = 114;;;;_;;;;;;;;;;;;;;
41374;;Кс;кс;INTJ;_;;;.    Кс - кс !;с;К;;;;;;кс;S;_;с
41375;;-;-;PUNCT;_;;;;;;;;;;;-;PUNCT;_;
41376;;кс;кс;INTJ;_;;; Кс - кс !  ;с;к;;;;;;кс;S;_;с
41377;;!;!;PUNCT;_;;;;;;;;;;;!;PUNCT;_;
41378;;;;;_;;;;;;;;;;;;;;
41379;</speech>;;;;_;;;;;;;;;;;;;;
41380;;;;;_;;;;;;;;;;;;;;
41381;"<speech role=""Валера"" gender=""муж"" profession=""фотограф"" age=""28"" birthyear=""1989"" birthplace=""Владимир"" region=""Владимирская область"" education=""высшее"">";;;;_;;;;;;;;;;;;;;
41382;;Ну-ка;ну-ка;INTJ;_;;;   Ну-ка посмотри ! ;а;к;-;у;Н;;;ну-ка;INTJ;_;а
41383;;посмотри;посмотреть;V;pf,tran=sg,imper,2p;;;  Ну-ка посмотри !  ;и;р;т;о;м;с;;посмотреть;V;_;ь
41384;;!;!;PUNCT;_;;;;;;;;;;;!;PUNCT;_;
41385;;;;;_;;;;;;;;;;;;;;
41386;</speech>;;;;_;;;;;;;;;;;;;;
41387;;;;;_;;;;;;;;;;;;;;
41388;"<speech role=""Наташа"" gender=""жен"" profession=""парикмахер"" age=""28"" birthyear=""1989"" birthplace=""Владимир"" region=""Владимирская область"" education=""среднее"">";;;;_;;;;;;;;;;;;;;
41389;;Ники;ника;S;persn,f,anim=nom,sg;;;   Ники ,  посмотри !;и;к;и;Н;;;;ники;S;_;и
41390;;, ;, ;PUNCT;_;;;;;;;;;;;, ;PUNCT;_;
41391;;посмотри;посмотреть;V;pf,tran=sg,imper,2p;;; Ники ,  посмотри !  ;и;р;т;о;м;с;;посмотреть;V;_;ь
